,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3768,3769,15685920,Lombardo,599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0
3772,3773,15699486,Johnson,745,Spain,Male,34,7,132944.53,1,1,1,31802.92,0
3778,3779,15658486,Gidney,579,Spain,Female,59,3,148021.12,1,1,1,74878.22,0
3783,3784,15599860,Warner,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1
3789,3790,15765415,King,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0
3790,3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1
3798,3799,15621834,Game,700,Spain,Female,43,0,0.0,2,1,0,59475.35,0
3799,3800,15655341,Chinagorom,458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0
3801,3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0
3805,3806,15597394,Rhodes,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0
3806,3807,15740383,Jimenez,594,Spain,Female,38,10,0.0,2,1,0,58332.91,0
3809,3810,15694805,McIntyre,664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0
3813,3814,15665402,Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0
3821,3822,15685245,Jowett,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0
3825,3826,15762928,Venables,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0
3832,3833,15653315,Kang,555,Spain,Female,35,1,0.0,2,1,0,101667.0,0
3834,3835,15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0
3836,3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1
3837,3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0
3843,3844,15677804,Aliyeva,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1
3849,3850,15729836,Robinson,646,Spain,Male,32,1,0.0,2,1,0,183289.22,0
3862,3863,15726588,Seleznev,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0
3871,3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0
3873,3874,15616240,Yeh,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0
3875,3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0
3877,3878,15753847,Hawkins,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1
3894,3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0
3901,3902,15714610,Alexeeva,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0
3902,3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1
3903,3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0
3908,3909,15599004,Tsao,655,Spain,Male,37,1,0.0,1,1,1,106040.97,0
3912,3913,15655590,Garcia,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0
3916,3917,15620276,Palermo,539,Spain,Male,36,6,0.0,3,1,1,118959.64,0
3919,3920,15759717,Mazzi,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0
3925,3926,15701206,Torreggiani,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0
3927,3928,15651943,Richards,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0
3934,3935,15705765,Lane,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0
3936,3937,15761102,T'ao,707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0
3942,3943,15786167,Andreyeva,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0
3945,3946,15652789,Hancock,657,Spain,Male,40,10,0.0,2,1,1,52990.7,0
3948,3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0
3950,3951,15602841,Lockett,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0
3953,3954,15633546,Frederick,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0
3965,3966,15775892,Caldwell,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0
3969,3970,15743673,Wood,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1
3971,3972,15790809,Lo Duca,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0
3973,3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0
3974,3975,15621031,Mofflin,761,Spain,Male,27,8,0.0,2,1,0,63297.7,0
3977,3978,15813894,Bogle,620,Spain,Male,21,9,0.0,2,0,0,154882.79,0
3984,3985,15695225,Sun,834,Spain,Male,38,8,0.0,2,1,1,66485.26,0
3986,3987,15794345,Ma,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0
3993,3994,15779414,Rossi,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0
3994,3995,15763097,Siciliano,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0
3995,3996,15633666,Efremov,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0
4004,4005,15738546,Gboliwe,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0
4008,4009,15612505,Joseph,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0
4010,4011,15685654,Allan,514,Spain,Male,66,9,0.0,2,1,1,14234.31,0
4012,4013,15726814,Walton,554,Spain,Male,46,4,0.0,2,0,1,57320.92,0
4019,4020,15592091,Belbin,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0
4030,4031,15808760,Evseev,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0
4031,4032,15648461,Hs?eh,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0
4034,4035,15800736,Kirwan,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0
4038,4039,15684461,McKay,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1
4039,4040,15580134,Crawford,479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0
4042,4043,15567328,Ch'en,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0
4043,4044,15698294,Royster,635,Spain,Male,31,1,0.0,2,1,0,135382.23,0
4045,4046,15738516,Kozlova,687,Spain,Female,36,5,0.0,1,1,0,17696.22,0
4047,4048,15656707,Ma,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0
4049,4050,15806184,Burns,618,Spain,Male,33,4,0.0,2,1,1,77550.18,0
4053,4054,15785385,Fiorentino,550,Spain,Male,51,5,0.0,2,1,0,153917.41,0
4056,4057,15797204,Paling,655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0
4061,4062,15605333,Clancy,529,Spain,Male,31,6,0.0,1,1,0,10625.91,0
4065,4066,15809838,Moore,697,Spain,Male,30,1,0.0,2,0,0,735.79,0
4068,4069,15704910,Rios,631,Spain,Male,23,3,0.0,2,1,0,13813.24,0
4070,4071,15611551,Hill,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
4071,4072,15732430,H?,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0
4073,4074,15634143,Onyemauchechi,581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0
4077,4078,15659236,Iadanza,781,Spain,Male,33,3,0.0,2,1,1,42556.33,0
4078,4079,15690440,Stiles,656,Spain,Male,47,1,0.0,2,1,1,197961.93,0
4081,4082,15762821,Udinese,721,Spain,Male,33,5,0.0,2,0,1,117626.9,0
4083,4084,15672640,Kambinachi,850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0
4092,4093,15780779,Ramsbotham,583,Spain,Female,40,4,0.0,2,1,0,114093.73,0
4093,4094,15798470,Scannell,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1
4095,4096,15616929,De Luca,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0
4096,4097,15758775,Vasilyeva,820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0
4097,4098,15663386,Tuan,597,Spain,Female,26,7,0.0,2,1,0,110253.2,0
4101,4102,15589544,Wallis,673,Spain,Female,57,4,0.0,2,1,1,49684.09,0
4102,4103,15772030,Coupp,662,Spain,Male,33,3,0.0,2,0,1,68064.83,0
4103,4104,15693337,Perry,683,Spain,Male,41,0,148863.17,1,1,1,163911.32,0
4105,4106,15701392,Lucciano,815,Spain,Male,28,6,0.0,2,0,1,185547.71,0
4106,4107,15741092,Ingram,671,Spain,Male,34,10,153360.02,1,1,0,140509.86,0
4111,4112,15705034,Peng,691,Spain,Male,40,1,0.0,2,1,1,145613.17,0
4116,4117,15748068,Boyle,571,Spain,Female,31,3,0.0,2,1,1,194667.92,0
4121,4122,15606133,Lay,628,Spain,Male,42,7,0.0,2,0,1,172967.87,0
4123,4124,15648225,Shephard,652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0
4125,4126,15633378,Davidson,692,Spain,Female,49,9,0.0,2,1,0,178342.63,0
4126,4127,15664759,Lamb,675,Spain,Male,32,10,0.0,2,1,0,191545.65,0
4127,4128,15625545,Hussey,712,Spain,Male,52,9,0.0,1,1,1,117977.45,1
4132,4133,15737571,Matveyev,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
4133,4134,15667602,Cheng,704,Spain,Male,33,3,0.0,2,1,0,73018.74,0
4141,4142,15790596,Moran,850,Spain,Male,39,0,141829.67,1,1,1,92748.16,0
4155,4156,15708003,Aleksandrova,587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0
4157,4158,15719793,Watson,850,Spain,Male,62,5,0.0,2,1,1,180243.56,0
4166,4167,15654562,Ma,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
4167,4168,15737509,Morrison,850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0
4169,4170,15716728,Basedow,513,Spain,Female,42,10,0.0,2,0,1,73151.25,0
4175,4176,15693376,Baryshnikov,741,Spain,Male,43,0,0.0,2,1,1,2920.63,1
4179,4180,15668580,Todd,716,Spain,Male,33,2,0.0,2,1,1,92916.53,0
4181,4182,15675842,Pinto,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0
4185,4186,15642570,Scott,675,Spain,Male,35,8,0.0,2,1,0,29062.25,0
4187,4188,15677785,Stevenson,656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0
4190,4191,15659568,Atkinson,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0
4193,4194,15802362,Newland,550,Spain,Male,45,0,0.0,2,0,1,70399.71,0
4196,4197,15796910,Tsui,625,Spain,Female,57,7,0.0,1,0,0,84106.17,1
4198,4199,15565706,Akobundu,612,Spain,Male,35,1,0.0,1,1,1,83256.26,1
4199,4200,15587596,Morrison,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0
4200,4201,15751943,Mai,529,Spain,Female,43,5,0.0,2,0,0,79476.63,0
4210,4211,15731117,Kao,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0
4211,4212,15615207,Yeh,792,Spain,Male,47,0,0.0,1,1,1,5557.88,1
4212,4213,15773512,Bischof,627,Spain,Female,25,4,0.0,1,1,1,194313.93,0
4220,4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1
4224,4225,15735270,Ruggiero,767,Spain,Male,47,2,0.0,1,1,0,48161.18,1
4225,4226,15671804,Wilding,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0
4226,4227,15753215,Yashina,651,Spain,Female,36,8,0.0,2,1,0,91652.43,0
4241,4242,15626040,McDonald,793,Spain,Male,63,0,0.0,2,0,1,27166.75,0
4247,4248,15677906,Owens,637,Spain,Female,54,5,0.0,1,0,1,150836.98,0
4253,4254,15599869,Dyson,728,Spain,Female,29,1,0.0,1,1,1,83056.22,0
4256,4257,15578462,Hs?,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0
4259,4260,15664808,Nicoll,790,Spain,Female,37,3,0.0,3,0,0,98897.32,0
4261,4262,15607278,Romano,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
4263,4264,15750299,Davison,746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0
4272,4273,15600708,Calabresi,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0
4281,4282,15721251,Watson,554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0
4289,4290,15642579,Chang,731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0
4290,4291,15598884,Kent,650,Spain,Female,23,5,0.0,1,1,1,180622.43,0
4292,4293,15800287,Micco,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1
4293,4294,15665861,Avdeev,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0
4297,4298,15778149,Connolly,538,Spain,Male,68,9,0.0,2,1,0,110440.5,1
4303,4304,15675380,Logan,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1
4304,4305,15770576,Hammond,555,Spain,Male,50,7,128061.0,2,1,1,62375.1,0
4307,4308,15702499,Schnaars,770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0
4311,4312,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1
4313,4314,15687079,King,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0
4316,4317,15720774,P'eng,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1
4319,4320,15759456,Lupton,609,Spain,Male,34,7,140694.78,2,1,0,46266.63,0
4323,4324,15579566,Li Fonti,616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1
4325,4326,15727489,Madueke,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
4326,4327,15764284,Torres,714,Spain,Male,27,3,0.0,3,1,1,129130.09,0
4329,4330,15753362,Evdokimov,748,Spain,Male,60,3,0.0,2,1,1,78194.37,0
4331,4332,15789714,Semmens,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0
4334,4335,15754649,Fang,705,Spain,Female,57,3,0.0,2,1,1,34134.14,0
4335,4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1
4338,4339,15798439,Davidson,714,Spain,Male,25,2,0.0,1,1,1,132979.43,0
4340,4341,15692631,Bogdanova,577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0
4342,4343,15772412,Corser,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1
4346,4347,15585853,McCardle,743,Spain,Male,41,7,0.0,1,1,0,163736.09,1
4349,4350,15623107,Chukwumaobim,686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1
4350,4351,15754072,Dennis,840,Spain,Female,36,6,0.0,2,1,0,141364.27,0
4354,4355,15612893,Nelson,558,Spain,Male,45,4,0.0,1,1,0,131807.14,0
4362,4363,15618695,Ts'ui,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
4363,4364,15637110,McCulloch,634,Spain,Female,35,10,0.0,1,1,0,82634.41,0
4367,4368,15675854,Douglas,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1
4373,4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1
4387,4388,15665460,Isayeva,732,Spain,Female,67,1,0.0,2,1,1,177783.04,0
4388,4389,15801152,Hill,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0
4401,4402,15689633,Toomey,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0
4404,4405,15766166,Folliero,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0
4405,4406,15617655,Holt,564,Spain,Female,35,9,0.0,2,1,1,105837.38,0
4411,4412,15740345,Osborne,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
4417,4418,15697270,Gannon,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0
4418,4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0
4421,4422,15698758,Onwuamaegbu,630,Spain,Female,31,1,0.0,2,1,1,169802.73,0
4430,4431,15654379,Onwuatuegwu,588,Spain,Male,59,4,0.0,2,1,1,27435.41,0
4432,4433,15751193,Nnaemeka,621,Spain,Male,33,4,0.0,2,1,1,40299.23,0
4434,4435,15568429,Mitchell,633,Spain,Female,46,3,0.0,2,1,0,120250.58,0
4452,4453,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1
4455,4456,15782531,Chou,684,Spain,Female,31,8,0.0,2,1,0,188637.05,0
4461,4462,15701809,Cavill,749,Spain,Female,28,3,0.0,1,1,0,3408.7,0
4462,4463,15676937,Nicholls,635,Spain,Female,32,8,0.0,2,1,1,19367.98,1
4466,4467,15595160,Renwick,413,Spain,Male,35,2,0.0,2,1,1,60972.84,0
4469,4470,15692443,Piccio,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1
4471,4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
4490,4491,15792646,Trentino,647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0
4493,4494,15624437,Johnson,825,Spain,Female,32,1,0.0,2,1,1,42935.15,0
4494,4495,15717138,Watson,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0
4497,4498,15758901,Henderson,713,Spain,Female,47,1,0.0,1,1,0,107825.08,1
4502,4503,15632118,Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
4504,4505,15788930,Silva,761,Spain,Male,37,7,132730.17,1,1,0,199293.01,0
4506,4507,15635177,Williamson,597,Spain,Female,66,3,0.0,1,1,1,70532.53,0
4515,4516,15761654,Boni,726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0
4517,4518,15787051,Georg,750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0
4518,4519,15642991,Tung,850,Spain,Female,29,7,0.0,2,1,0,23237.25,0
4519,4520,15713769,Michelides,617,Spain,Male,38,7,0.0,1,1,1,27239.28,0
4521,4522,15648898,Chuang,560,Spain,Female,27,7,124995.98,1,1,1,114669.79,0
4522,4523,15705309,Yuriev,629,Spain,Male,39,5,0.0,2,0,0,116748.14,0
4525,4526,15612633,Kao,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
4528,4529,15624995,McCane,714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0
4532,4533,15739194,Manfrin,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
4533,4534,15607275,Ch'ang,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1
4537,4538,15777436,Murray,710,Spain,Female,31,5,0.0,2,1,0,9561.73,0
4538,4539,15676835,Anayolisa,710,Spain,Male,33,1,0.0,2,1,0,168313.17,0
4541,4542,15815131,Howells,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0
4544,4545,15758081,Repina,673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0
4551,4552,15715673,Niu,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1
4555,4556,15733261,Kung,688,Spain,Female,35,6,0.0,1,1,0,25488.43,1
4560,4561,15694518,Kodilinyechukwu,624,Spain,Female,36,0,0.0,2,1,0,111605.9,0
4565,4566,15773779,Jacka,593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0
4567,4568,15768530,Emery,554,Spain,Female,27,4,0.0,2,1,1,135083.73,0
4576,4577,15770984,Fanucci,697,Spain,Female,40,7,130334.35,2,0,1,116951.1,0
4583,4584,15604891,Zaytseva,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0
4602,4603,15783691,Hargreaves,722,Spain,Female,35,1,120171.58,1,1,0,125240.8,0
4609,4610,15794895,McKay,581,Spain,Male,34,1,0.0,2,0,1,81175.25,0
4621,4622,15698664,Liang,567,Spain,Male,43,2,115643.58,2,0,0,174606.35,0
4622,4623,15703614,Hutchinson,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0
4628,4629,15788151,Moore,650,Spain,Male,32,1,132187.73,2,1,1,178331.36,0
4634,4635,15583353,Floyd,610,Spain,Female,45,3,0.0,1,1,0,38276.84,1
4644,4645,15714240,Ponomarev,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0
4648,4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1
4652,4653,15675252,Martin,734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0
4655,4656,15716041,Chinomso,622,Spain,Male,39,9,0.0,2,0,1,100862.36,0
4658,4659,15805909,Bergamaschi,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0
4662,4663,15749528,Achebe,652,Spain,Male,58,6,0.0,2,0,1,170025.43,0
4676,4677,15610271,Andreev,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0
4678,4679,15589147,Frolov,580,Spain,Male,61,8,125921.37,1,1,1,94677.83,0
4679,4680,15756975,Montemayor,777,Spain,Female,35,3,0.0,2,1,1,17257.72,0
4685,4686,15646490,Duffy,537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0
4686,4687,15607314,Chiefo,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1
4689,4690,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1
4691,4692,15758050,Madukwe,622,Spain,Male,37,4,0.0,2,1,0,4459.5,0
4692,4693,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
4694,4695,15588186,Polyakov,520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0
4696,4697,15699467,Connor,631,Spain,Female,41,0,0.0,1,0,0,87959.83,0
4699,4700,15748597,Chester,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1
4700,4701,15773709,Hung,838,Spain,Male,35,0,0.0,2,0,1,197305.91,0
4703,4704,15686812,Jones,692,Spain,Female,44,8,0.0,1,0,1,159069.37,0
4708,4709,15811985,Power,530,Spain,Male,44,6,0.0,2,0,0,55893.37,0
4715,4716,15738220,Bennet,800,Spain,Male,38,1,0.0,2,1,0,51553.43,0
4723,4724,15790658,Iqbal,621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0
4730,4731,15576550,Ugochukwu,619,Spain,Female,38,1,0.0,1,1,0,112442.63,1
4743,4744,15685279,Somadina,511,Spain,Female,57,8,122950.31,1,1,1,181258.76,0
4747,4748,15702380,De Luca,663,Spain,Male,64,6,0.0,2,0,1,15876.52,0
4753,4754,15623053,Muir,454,Spain,Male,40,2,123177.01,1,1,0,148309.98,0
4757,4758,15583278,Greece,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0
4758,4759,15601263,Young,493,Spain,Female,48,7,0.0,2,1,0,48545.1,0
4759,4760,15709222,Chukwueloka,557,Spain,Male,34,3,0.0,1,0,1,123427.98,0
4764,4765,15657637,Ts'ui,696,Spain,Female,36,3,0.0,3,1,0,65039.9,0
4765,4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0
4766,4767,15719858,Chao,659,Spain,Female,38,9,0.0,2,1,1,35701.06,0
4767,4768,15688876,Wan,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0
4768,4769,15698528,Napolitani,599,Spain,Female,31,3,0.0,1,1,1,130086.47,1
4769,4770,15770345,Kovaleva,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0
4770,4771,15761506,Russell,615,Spain,Male,19,5,0.0,2,1,0,159920.92,0
4772,4773,15788367,Ellis,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0
4775,4776,15580068,Buccho,526,Spain,Male,35,5,0.0,2,1,1,105618.14,0
4776,4777,15677123,Aksyonova,767,Spain,Male,37,7,0.0,2,1,1,24734.25,0
4778,4779,15582246,Rowe,737,Spain,Female,45,2,0.0,2,0,1,177695.67,0
4780,4781,15680046,Onochie,711,Spain,Male,36,8,0.0,2,1,0,55207.41,0
4781,4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1
4784,4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1
4788,4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0
4790,4791,15642022,Zito,621,Spain,Male,34,8,0.0,1,0,0,47972.65,0
4791,4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0
4792,4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0
4796,4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0
4802,4803,15756871,Capon,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0
4803,4804,15610002,Chidubem,802,Spain,Male,41,5,0.0,2,1,1,134626.3,0
4804,4805,15567802,Childs,450,Spain,Female,34,2,0.0,2,1,0,175480.93,0
4811,4812,15686941,Hutchinson,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0
4813,4814,15723858,Schiavone,517,Spain,Male,39,3,0.0,2,0,1,12465.51,0
4814,4815,15615896,Chienezie,621,Spain,Male,39,8,0.0,2,1,0,36122.96,0
4823,4824,15744789,McConnell,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0
4827,4828,15665053,Nixon,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1
4828,4829,15592379,Walker,741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0
4830,4831,15620758,Martel,660,Spain,Male,30,4,0.0,2,1,0,129149.06,0
4834,4835,15702912,Ch'en,752,Spain,Female,35,2,0.0,1,1,0,44335.54,1
4835,4836,15590623,Kovalyov,561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0
4842,4843,15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1
4852,4853,15574137,Ch'in,687,Spain,Male,35,3,0.0,2,1,1,176450.19,0
4859,4860,15647111,White,794,Spain,Female,22,4,114440.24,1,1,1,107753.07,0
4860,4861,15759991,Hunter,748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0
4861,4862,15790204,Myers,663,Spain,Female,22,9,0.0,1,1,0,29135.89,1
4862,4863,15686780,Rogova,645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0
4872,4873,15645937,Guerin,790,Spain,Male,32,3,0.0,1,1,0,91044.47,0
4876,4877,15585133,Wei,657,Spain,Female,27,8,0.0,2,0,0,6468.24,0
4878,4879,15579433,Pugh,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
4879,4880,15777045,Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
4880,4881,15611580,Wood,751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0
4885,4886,15654408,Kharitonova,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0
4890,4891,15797113,Bevan,552,Spain,Female,34,4,0.0,2,1,0,140286.69,0
4893,4894,15656263,Teng,764,Spain,Male,29,5,0.0,2,1,0,65868.28,0
4897,4898,15723851,Mazzanti,699,Spain,Male,40,2,0.0,1,1,0,78387.32,0
4905,4906,15627999,Kung,590,Spain,Male,30,3,0.0,2,1,0,83090.35,0
4906,4907,15571244,Tung,809,Spain,Female,33,3,0.0,2,0,1,141426.78,0
4909,4910,15787258,Ross,596,Spain,Female,29,6,0.0,2,1,0,116696.77,0
4911,4912,15691004,Yu,407,Spain,Male,37,1,0.0,1,1,1,49161.12,1
4916,4917,15613816,Mao,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0
4919,4920,15625941,Gray,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0
4921,4922,15748414,Chiang,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1
4928,4929,15771857,Philipp,513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0
4941,4942,15715047,Joshua,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
4943,4944,15615322,Jamieson,528,Spain,Male,43,7,97473.87,2,1,1,159823.16,0
4948,4949,15716357,Corran,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0
4952,4953,15731543,Becker,679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0
4953,4954,15684516,Plascencia,629,Spain,Male,34,1,121151.05,1,0,0,119357.93,0
